Item_Store_Key,Store,Store_Owner,Urban_Rural,Latitude,Longitude,Location_Cluster,Item_Type,Item
50,3,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Nails
51,3,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Bracket
52,3,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Brush
53,3,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Paint
54,4,1,Urban,46.98194985,16.1973111680266,0,Electronics,Power Cord
55,4,1,Urban,46.98194985,16.1973111680266,0,Electronics,Phone Charger
56,4,1,Urban,46.98194985,16.1973111680266,0,Electronics,Ear Buds
57,4,1,Urban,46.98194985,16.1973111680266,0,Electronics,Mouse
58,4,1,Urban,46.98194985,16.1973111680266,0,Electronics,Keyboard
59,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Milk
60,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Eggs
61,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Cereal
62,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Shrimp
63,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Noodles
64,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,Steak
65,4,1,Urban,46.98194985,16.1973111680266,0,Grocery,King Crab
66,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Tape
67,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Glue
68,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Nails
69,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Bracket
70,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Brush
71,4,1,Urban,46.98194985,16.1973111680266,0,Home Goods,Paint
72,5,1,Urban,47.5045159999999,16.494430259985,0,Electronics,Power Cord
73,5,1,Urban,47.5045159999999,16.494430259985,0,Electronics,Phone Charger
74,5,1,Urban,47.5045159999999,16.494430259985,0,Electronics,Ear Buds
75,5,1,Urban,47.5045159999999,16.494430259985,0,Electronics,Mouse
76,5,1,Urban,47.5045159999999,16.494430259985,0,Electronics,Keyboard
77,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Milk
78,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Eggs
79,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Cereal
80,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Shrimp
81,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Noodles
82,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,Steak
83,5,1,Urban,47.5045159999999,16.494430259985,0,Grocery,King Crab
84,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Tape
85,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Glue
86,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Nails
87,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Bracket
88,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Brush
89,5,1,Urban,47.5045159999999,16.494430259985,0,Home Goods,Paint
90,6,1,Urban,47.28747665,16.2745189528734,0,Electronics,Power Cord
91,6,1,Urban,47.28747665,16.2745189528734,0,Electronics,Phone Charger
92,6,1,Urban,47.28747665,16.2745189528734,0,Electronics,Ear Buds
93,6,1,Urban,47.28747665,16.2745189528734,0,Electronics,Mouse
94,6,1,Urban,47.28747665,16.2745189528734,0,Electronics,Keyboard
95,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Milk
96,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Eggs
97,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Cereal
98,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Shrimp
99,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Noodles
100,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,Steak
101,6,1,Urban,47.28747665,16.2745189528734,0,Grocery,King Crab
102,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Tape
103,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Glue
104,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Nails
105,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Bracket
106,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Brush
107,6,1,Urban,47.28747665,16.2745189528734,0,Home Goods,Paint
108,7,1,Urban,46.617997,13.8738398,0,Electronics,Power Cord
109,7,1,Urban,46.617997,13.8738398,0,Electronics,Phone Charger
110,7,1,Urban,46.617997,13.8738398,0,Electronics,Ear Buds
111,7,1,Urban,46.617997,13.8738398,0,Electronics,Mouse
112,7,1,Urban,46.617997,13.8738398,0,Electronics,Keyboard
113,7,1,Urban,46.617997,13.8738398,0,Grocery,Milk
114,7,1,Urban,46.617997,13.8738398,0,Grocery,Eggs
115,7,1,Urban,46.617997,13.8738398,0,Grocery,Cereal
116,7,1,Urban,46.617997,13.8738398,0,Grocery,Shrimp
117,7,1,Urban,46.617997,13.8738398,0,Grocery,Noodles
118,7,1,Urban,46.617997,13.8738398,0,Grocery,Steak
119,7,1,Urban,46.617997,13.8738398,0,Grocery,King Crab
120,7,1,Urban,46.617997,13.8738398,0,Home Goods,Tape
121,7,1,Urban,46.617997,13.8738398,0,Home Goods,Glue
122,7,1,Urban,46.617997,13.8738398,0,Home Goods,Nails
123,7,1,Urban,46.617997,13.8738398,0,Home Goods,Bracket
124,7,1,Urban,46.617997,13.8738398,0,Home Goods,Brush
125,7,1,Urban,46.617997,13.8738398,0,Home Goods,Paint
126,8,1,Rural,46.6538822,13.100220072521,0,Electronics,Power Cord
127,8,1,Rural,46.6538822,13.100220072521,0,Electronics,Phone Charger
128,8,1,Rural,46.6538822,13.100220072521,0,Electronics,Ear Buds
129,8,1,Rural,46.6538822,13.100220072521,0,Electronics,Mouse
130,8,1,Rural,46.6538822,13.100220072521,0,Electronics,Keyboard
131,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Milk
132,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Eggs
133,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Cereal
134,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Shrimp
135,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Noodles
136,8,1,Rural,46.6538822,13.100220072521,0,Grocery,Steak
137,8,1,Rural,46.6538822,13.100220072521,0,Grocery,King Crab
138,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Tape
139,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Glue
140,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Nails
141,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Bracket
142,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Brush
143,8,1,Rural,46.6538822,13.100220072521,0,Home Goods,Paint
144,9,2,Urban,46.5821384,14.1508411979112,0,Electronics,Power Cord
145,9,2,Urban,46.5821384,14.1508411979112,0,Electronics,Phone Charger
146,9,2,Urban,46.5821384,14.1508411979112,0,Electronics,Ear Buds
147,9,2,Urban,46.5821384,14.1508411979112,0,Electronics,Mouse
148,9,2,Urban,46.5821384,14.1508411979112,0,Electronics,Keyboard
149,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Milk
150,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Eggs
151,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Cereal
152,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Shrimp
153,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Noodles
154,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,Steak
155,9,2,Urban,46.5821384,14.1508411979112,0,Grocery,King Crab
156,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Tape
157,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Glue
158,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Nails
159,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Bracket
160,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Brush
161,9,2,Urban,46.5821384,14.1508411979112,0,Home Goods,Paint
162,10,2,Urban,46.7672814,14.3576981,0,Electronics,Power Cord
163,10,2,Urban,46.7672814,14.3576981,0,Electronics,Phone Charger
164,10,2,Urban,46.7672814,14.3576981,0,Electronics,Ear Buds
165,10,2,Urban,46.7672814,14.3576981,0,Electronics,Mouse
166,10,2,Urban,46.7672814,14.3576981,0,Electronics,Keyboard
167,10,2,Urban,46.7672814,14.3576981,0,Grocery,Milk
168,10,2,Urban,46.7672814,14.3576981,0,Grocery,Eggs
169,10,2,Urban,46.7672814,14.3576981,0,Grocery,Cereal
170,10,2,Urban,46.7672814,14.3576981,0,Grocery,Shrimp
171,10,2,Urban,46.7672814,14.3576981,0,Grocery,Noodles
172,10,2,Urban,46.7672814,14.3576981,0,Grocery,Steak
173,10,2,Urban,46.7672814,14.3576981,0,Grocery,King Crab
174,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Tape
175,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Glue
176,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Nails
177,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Bracket
178,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Brush
179,10,2,Urban,46.7672814,14.3576981,0,Home Goods,Paint
180,11,3,Rural,46.89327855,13.318069431565,0,Electronics,Power Cord
181,11,3,Rural,46.89327855,13.318069431565,0,Electronics,Phone Charger
182,11,3,Rural,46.89327855,13.318069431565,0,Electronics,Ear Buds
183,11,3,Rural,46.89327855,13.318069431565,0,Electronics,Mouse
184,11,3,Rural,46.89327855,13.318069431565,0,Electronics,Keyboard
185,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Milk
186,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Eggs
187,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Cereal
188,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Shrimp
189,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Noodles
190,11,3,Rural,46.89327855,13.318069431565,0,Grocery,Steak
191,11,3,Rural,46.89327855,13.318069431565,0,Grocery,King Crab
192,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Tape
193,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Glue
194,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Nails
195,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Bracket
196,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Brush
197,11,3,Rural,46.89327855,13.318069431565,0,Home Goods,Paint
198,12,4,Urban,46.6367128,13.6790052866387,0,Electronics,Power Cord
199,12,4,Urban,46.6367128,13.6790052866387,0,Electronics,Phone Charger
200,12,4,Urban,46.6367128,13.6790052866387,0,Electronics,Ear Buds
201,12,4,Urban,46.6367128,13.6790052866387,0,Electronics,Mouse
202,12,4,Urban,46.6367128,13.6790052866387,0,Electronics,Keyboard
203,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Milk
204,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Eggs
205,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Cereal
206,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Shrimp
207,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Noodles
208,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,Steak
209,12,4,Urban,46.6367128,13.6790052866387,0,Grocery,King Crab
210,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Tape
211,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Glue
212,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Nails
213,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Bracket
214,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Brush
215,12,4,Urban,46.6367128,13.6790052866387,0,Home Goods,Paint
216,13,5,Rural,46.5990959,14.6918849635882,0,Electronics,Power Cord
217,13,5,Rural,46.5990959,14.6918849635882,0,Electronics,Phone Charger
218,13,5,Rural,46.5990959,14.6918849635882,0,Electronics,Ear Buds
219,13,5,Rural,46.5990959,14.6918849635882,0,Electronics,Mouse
220,13,5,Rural,46.5990959,14.6918849635882,0,Electronics,Keyboard
221,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Milk
222,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Eggs
223,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Cereal
224,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Shrimp
225,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Noodles
226,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,Steak
227,13,5,Rural,46.5990959,14.6918849635882,0,Grocery,King Crab
228,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Tape
229,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Glue
230,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Nails
231,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Bracket
232,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Brush
233,13,5,Rural,46.5990959,14.6918849635882,0,Home Goods,Paint
234,14,6,Urban,46.8255139,14.8235636698878,0,Electronics,Power Cord
235,14,6,Urban,46.8255139,14.8235636698878,0,Electronics,Phone Charger
236,14,6,Urban,46.8255139,14.8235636698878,0,Electronics,Ear Buds
237,14,6,Urban,46.8255139,14.8235636698878,0,Electronics,Mouse
238,14,6,Urban,46.8255139,14.8235636698878,0,Electronics,Keyboard
239,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Milk
240,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Eggs
241,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Cereal
242,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Shrimp
243,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Noodles
244,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,Steak
245,14,6,Urban,46.8255139,14.8235636698878,0,Grocery,King Crab
246,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Tape
247,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Glue
248,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Nails
249,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Bracket
250,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Brush
251,14,6,Urban,46.8255139,14.8235636698878,0,Home Goods,Paint
252,15,7,Urban,46.7284183,14.0906473,0,Electronics,Power Cord
253,15,7,Urban,46.7284183,14.0906473,0,Electronics,Phone Charger
254,15,7,Urban,46.7284183,14.0906473,0,Electronics,Ear Buds
255,15,7,Urban,46.7284183,14.0906473,0,Electronics,Mouse
256,15,7,Urban,46.7284183,14.0906473,0,Electronics,Keyboard
257,15,7,Urban,46.7284183,14.0906473,0,Grocery,Milk
258,15,7,Urban,46.7284183,14.0906473,0,Grocery,Eggs
259,15,7,Urban,46.7284183,14.0906473,0,Grocery,Cereal
260,15,7,Urban,46.7284183,14.0906473,0,Grocery,Shrimp
261,15,7,Urban,46.7284183,14.0906473,0,Grocery,Noodles
262,15,7,Urban,46.7284183,14.0906473,0,Grocery,Steak
263,15,7,Urban,46.7284183,14.0906473,0,Grocery,King Crab
264,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Tape
265,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Glue
266,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Nails
267,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Bracket
268,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Brush
269,15,7,Urban,46.7284183,14.0906473,0,Home Goods,Paint
270,16,8,Urban,48.40913485,15.62700129743672,0,Electronics,Power Cord
271,16,8,Urban,48.40913485,15.62700129743672,0,Electronics,Phone Charger
272,16,8,Urban,48.40913485,15.62700129743672,0,Electronics,Ear Buds
273,16,8,Urban,48.40913485,15.62700129743672,0,Electronics,Mouse
274,16,8,Urban,48.40913485,15.62700129743672,0,Electronics,Keyboard
275,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Milk
276,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Eggs
277,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Cereal
278,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Shrimp
279,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Noodles
280,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,Steak
281,16,8,Urban,48.40913485,15.62700129743672,0,Grocery,King Crab
282,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Tape
283,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Glue
284,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Nails
285,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Bracket
286,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Brush
287,16,8,Urban,48.40913485,15.62700129743672,0,Home Goods,Paint
288,17,9,Rural,48.1846361,16.12552022406568,0,Electronics,Power Cord
289,17,9,Rural,48.1846361,16.12552022406568,0,Electronics,Phone Charger
290,17,9,Rural,48.1846361,16.12552022406568,0,Electronics,Ear Buds
291,17,9,Rural,48.1846361,16.12552022406568,0,Electronics,Mouse
292,17,9,Rural,48.1846361,16.12552022406568,0,Electronics,Keyboard
293,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Milk
294,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Eggs
295,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Cereal
296,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Shrimp
297,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Noodles
298,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,Steak
299,17,9,Rural,48.1846361,16.12552022406568,0,Grocery,King Crab
300,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Tape
301,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Glue
302,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Nails
303,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Bracket
304,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Brush
305,17,9,Rural,48.1846361,16.12552022406568,0,Home Goods,Paint
306,18,10,Rural,47.8131847,16.2441166,0,Electronics,Power Cord
307,18,10,Rural,47.8131847,16.2441166,0,Electronics,Phone Charger
308,18,10,Rural,47.8131847,16.2441166,0,Electronics,Ear Buds
309,18,10,Rural,47.8131847,16.2441166,0,Electronics,Mouse
310,18,10,Rural,47.8131847,16.2441166,0,Electronics,Keyboard
311,18,10,Rural,47.8131847,16.2441166,0,Grocery,Milk
312,18,10,Rural,47.8131847,16.2441166,0,Grocery,Eggs
313,18,10,Rural,47.8131847,16.2441166,0,Grocery,Cereal
314,18,10,Rural,47.8131847,16.2441166,0,Grocery,Shrimp
315,18,10,Rural,47.8131847,16.2441166,0,Grocery,Noodles
316,18,10,Rural,47.8131847,16.2441166,0,Grocery,Steak
317,18,10,Rural,47.8131847,16.2441166,0,Grocery,King Crab
318,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Tape
319,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Glue
320,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Nails
321,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Bracket
322,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Brush
323,18,10,Rural,47.8131847,16.2441166,0,Home Goods,Paint
324,19,10,Urban,48.08975505,14.7326325913503,0,Electronics,Power Cord
325,19,10,Urban,48.08975505,14.7326325913503,0,Electronics,Phone Charger
326,19,10,Urban,48.08975505,14.7326325913503,0,Electronics,Ear Buds
327,19,10,Urban,48.08975505,14.7326325913503,0,Electronics,Mouse
328,19,10,Urban,48.08975505,14.7326325913503,0,Electronics,Keyboard
329,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Milk
330,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Eggs
331,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Cereal
332,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Shrimp
333,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Noodles
334,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,Steak
335,19,10,Urban,48.08975505,14.7326325913503,0,Grocery,King Crab
336,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Tape
337,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Glue
338,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Nails
339,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Bracket
340,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Brush
341,19,10,Urban,48.08975505,14.7326325913503,0,Home Goods,Paint
342,20,10,Rural,47.8131847,16.2441166,0,Electronics,Power Cord
343,20,10,Rural,47.8131847,16.2441166,0,Electronics,Phone Charger
344,20,10,Rural,47.8131847,16.2441166,0,Electronics,Ear Buds
345,20,10,Rural,47.8131847,16.2441166,0,Electronics,Mouse
346,20,10,Rural,47.8131847,16.2441166,0,Electronics,Keyboard
347,20,10,Rural,47.8131847,16.2441166,0,Grocery,Milk
348,20,10,Rural,47.8131847,16.2441166,0,Grocery,Eggs
349,20,10,Rural,47.8131847,16.2441166,0,Grocery,Cereal
350,20,10,Rural,47.8131847,16.2441166,0,Grocery,Shrimp
351,20,10,Rural,47.8131847,16.2441166,0,Grocery,Noodles
352,20,10,Rural,47.8131847,16.2441166,0,Grocery,Steak
353,20,10,Rural,47.8131847,16.2441166,0,Grocery,King Crab
354,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Tape
355,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Glue
356,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Nails
357,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Bracket
358,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Brush
359,20,10,Rural,47.8131847,16.2441166,0,Home Goods,Paint
360,21,11,Urban,48.0104262,16.1522318516931,0,Electronics,Power Cord
361,21,11,Urban,48.0104262,16.1522318516931,0,Electronics,Phone Charger
362,21,11,Urban,48.0104262,16.1522318516931,0,Electronics,Ear Buds
363,21,11,Urban,48.0104262,16.1522318516931,0,Electronics,Mouse
364,21,11,Urban,48.0104262,16.1522318516931,0,Electronics,Keyboard
365,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Milk
366,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Eggs
367,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Cereal
368,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Shrimp
369,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Noodles
370,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,Steak
371,21,11,Urban,48.0104262,16.1522318516931,0,Grocery,King Crab
372,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Tape
373,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Glue
374,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Nails
375,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Bracket
376,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Brush
377,21,11,Urban,48.0104262,16.1522318516931,0,Home Goods,Paint
378,22,12,Urban,48.0314647,16.6250923539442,0,Electronics,Power Cord
379,22,12,Urban,48.0314647,16.6250923539442,0,Electronics,Phone Charger
380,22,12,Urban,48.0314647,16.6250923539442,0,Electronics,Ear Buds
381,22,12,Urban,48.0314647,16.6250923539442,0,Electronics,Mouse
382,22,12,Urban,48.0314647,16.6250923539442,0,Electronics,Keyboard
383,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Milk
384,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Eggs
385,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Cereal
386,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Shrimp
387,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Noodles
388,22,12,Urban,48.0314647,16.6250923539442,0,Grocery,Steak
